Job ID,Job Title,Organization,Salary,Location,Closing Date
220615,Counsel (1),Ministry of the Attorney General,Salary Commensurate With Legal Experience,"Toronto, Toronto Region","Friday, November 8, 2024 11:59 pm EST"
221965,Court and Client Representative (permanent full-time employment) (1),Ministry of the Attorney General,$29.53  - $34.75 Per Hour,"Perth, East Region","Friday, November 8, 2024 11:59 pm EST"
221814,Crown Counsel (1),Ministry of the Attorney General,Salary Commensurate With Legal Experience,"Toronto, Toronto Region","Friday, November 8, 2024 11:59 pm EST"
221944,Traffic Specialist (2),Ministry of Transportation,"$76,231.00  - $109,842.00 Per Year","Kingston, East Region; North Bay, Thunder Bay, North Region; Toronto, Toronto Region; London, St Catharines, West Region","Tuesday, November 12, 2024 11:59 pm EST"
221552,Use of Force Auditor (1),Ministry of the Solicitor General,"$76,231.00  - $109,842.00 Per Year","Mississauga, Central Region","Wednesday, November 13, 2024 11:59 pm EST"
221663,Utility Plant Electrician Operator (1),Ontario Clean Water Agency,$34.62  - $37.58 Per Hour,"Kirkland Lake, North Region","Wednesday, November 13, 2024 11:59 pm EST"
222777,Water and Wastewater Operator (2),Ontario Clean Water Agency,$27.92  - $31.06 Per Hour,"Bruce Mines, Emo, North Region","Wednesday, November 13, 2024 11:59 pm EST"
221282,Addictions Counsellor (2),Ministry of the Solicitor General,"$1,213.06  - $1,484.47 Per Week","Milton, Central Region","Monday, November 11, 2024 11:59 pm EST"
220187,Administration Clerk - Seasonal (1),Ministry of Transportation,$26.92  - $31.31 Per Hour,"Toronto, Toronto Region","Monday, November 11, 2024 11:59 pm EST"
222108,Ambulance Communications Officer (Irregularly Scheduled/On-Call) (8),Ministry of Health,$37.36  - $45.69 Per Hour,"Barrie, Central Region","Tuesday, November 12, 2024 11:59 pm EST"
221054,Amended - Assistant Trial Coordinator (2),Ministry of the Attorney General,$28.14  - $32.82 Per Hour,"Toronto, Toronto Region","Tuesday, November 12, 2024 11:59 pm EST"
221173,Amended - I&IT Opportunities,Various Ministries,Not Available,"Any City, Anywhere in Ontario","Monday, November 18, 2024 11:59 pm EST"
220665,Amended - Senior Records Clerk (1),Ministry of the Solicitor General,$32.11  - $38.34 Per Hour,"Brampton, Central Region","Monday, November 11, 2024 11:59 pm EST"
220130,Registered Practical Nurse (1),Ministry of the Solicitor General,$31.50  - $34.45 Per Hour,"North Bay, North Region","Monday, November 18, 2024 11:59 pm EST"
222971,Security/Patrol Officer (1),Ministry of the Solicitor General,$32.75  - $34.74 Per Hour,"Toronto, Toronto Region","Monday, November 18, 2024 11:59 pm EST"
220584,Senior Client Liaison Officer (1),Ministry of the Attorney General,$25.93  - $30.18 Per Hour,"Toronto, Toronto Region","Monday, November 18, 2024 11:59 pm EST"
222534,"Senior Manager, Business Solutions - Development (1)",Treasury Board Secretariat,"$105,307.00  - $148,429.00 Per Year","Oshawa, Central Region; Toronto, Toronto Region","Monday, November 18, 2024 11:59 pm EST"
221880,"Senior Policy Advisor, Protected Areas (1)","Ministry of the Environment, Conservation and Parks","$82,217.00  - $121,155.00 Per Year","Peterborough, East Region; Toronto, Toronto Region","Monday, November 18, 2024 11:59 pm EST"
221408,Senior Policy Analyst (1),Ministry of Infrastructure,"$82,217.00  - $121,155.00 Per Year","Toronto, Toronto Region","Monday, November 18, 2024 11:59 pm EST"
221752,Senior Project Manager - Bilingual (1),Ministry of Francophone Affairs,"$82,217.00  - $121,155.00 Per Year","Toronto, Toronto Region","Friday, November 15, 2024 11:59 pm EST"
222158,Strategic Planning Consultant (1),Ministry of Education,"$76,231.00  - $109,842.00 Per Year","Toronto, Toronto Region","Monday, November 18, 2024 11:59 pm EST"
217342,Team Lead (1),"Ministry of Children, Community and Social Services","$88,496.00  - $128,625.00 Per Year","Toronto, Toronto Region","Monday, November 18, 2024 11:59 pm EST"
222092,Team Leader (1),Ministry of Transportation,"$88,496.00  - $128,625.00 Per Year","Kingston, East Region; North Bay, Thunder Bay, North Region; Toronto, Toronto Region; London, St Catharines, West Region","Monday, November 18, 2024 11:59 pm EST"
219855,Senior Policy Advisor (1),Ministry of Transportation,"$82,217.00  - $121,155.00 Per Year","Toronto, Toronto Region","Thursday, November 14, 2024 11:59 pm EST"
218341,Senior Policy Advisor - Bilingual (English/French) (1),Ministry of Education,"$82,217.00  - $121,155.00 Per Year","Toronto, Toronto Region","Thursday, November 14, 2024 11:59 pm EST"
221308,Senior Policy and Program Analyst (3),"Ministry of Children, Community and Social Services","$82,217.00  - $121,155.00 Per Year","Toronto, Toronto Region","Thursday, November 14, 2024 11:59 pm EST"
222032,Senior Program Performance & Data Analyst (1),Ministry of Infrastructure,"$82,217.00  - $121,155.00 Per Year","Toronto, Toronto Region","Thursday, November 14, 2024 11:59 pm EST"
220371,Senior Statistics and Research Advisor (1),Ministry of the Solicitor General,"$82,217.00  - $121,155.00 Per Year","Toronto, Toronto Region","Thursday, November 14, 2024 11:59 pm EST"
220614,Senior Writer (1),Ministry of Transportation,"$1,600.57  - $1,958.46 Per Week","Toronto, Toronto Region","Thursday, November 14, 2024 11:59 pm EST"
220560,"Supervisor, Court Operations (4)",Ministry of the Attorney General,"$75,143.00  - $105,055.00 Per Year","Toronto, Toronto Region","Thursday, November 14, 2024 11:59 pm EST"
221016,"Supervisor, North Bay Office (1)","Ministry of the Environment, Conservation and Parks","$86,330.00  - $127,214.00 Per Year","North Bay, North Region","Thursday, November 14, 2024 11:59 pm EST"
221522,Team Lead (1),Ministry of Long - Term Care,"$88,496.00  - $128,625.00 Per Year","Toronto, Toronto Region","Thursday, November 14, 2024 11:59 pm EST"
220533,Test Lead (1),Ministry of Health,"$1,628.82  - $2,104.14 Per Week","North York, Toronto Region","Thursday, November 14, 2024 11:59 pm EST"
220535,Human Resources Consultant (1),Ministry of Education,"$76,231.00  - $109,842.00 Per Year","Milton, Central Region","Tuesday, November 12, 2024 11:59 pm EST"
220813,I&IT Architect (1),Treasury Board Secretariat,"$82,217.00  - $121,155.00 Per Year","Oshawa, Central Region; Toronto, Toronto Region","Monday, November 18, 2024 11:59 pm EST"
220812,I&IT Lead Technology Specialist (1),Ministry of Public and Business Service Delivery,"$88,496.00  - $128,625.00 Per Year","Toronto, Toronto Region","Monday, November 18, 2024 11:59 pm EST"
221869,I&IT Senior Business Analyst (1),Ministry of Education,"$82,217.00  - $121,155.00 Per Year","Toronto, Toronto Region","Tuesday, November 12, 2024 11:59 pm EST"
222165,Integrated Resource Management (IRM) Technical Specialist (1),Ministry of Natural Resources,"$1,265.02  - $1,452.35 Per Week","Aylmer, West Region","Tuesday, November 12, 2024 11:59 pm EST"
220808,Lead Quality Assurance Automation Engineer (1),"Ministry of Children, Community and Social Services","$82,217.00  - $121,155.00 Per Year","North York, Toronto Region","Monday, November 18, 2024 11:59 pm EST"
221346,Learning Administrator (2),Treasury Board Secretariat,$28.14  - $32.82 Per Hour,"Toronto, Toronto Region","Tuesday, November 12, 2024 11:59 pm EST"
220973,Legal Assistant Coordinator (1),Ministry of the Attorney General,"$58,996.00  - $80,232.00 Per Year","Toronto, Toronto Region","Tuesday, November 12, 2024 11:59 pm EST"
221257,"Manager, Corporate Services (1)",Ministry of the Attorney General,"$105,307.00  - $148,429.00 Per Year","Toronto, Toronto Region","Tuesday, November 12, 2024 11:59 pm EST"
222666,"Manager, Education, Awareness and Outreach (1)","Ministry of Children, Community and Social Services","$105,307.00  - $148,429.00 Per Year","Toronto, Toronto Region","Tuesday, November 12, 2024 11:59 pm EST"
220279,Property Clerk (1),Ministry of Transportation,$28.14  - $32.82 Per Hour,"Toronto, Toronto Region","Wednesday, November 13, 2024 11:59 pm EST"
220802,Senior Asset Management Engineer (1),Ministry of Transportation,"$83,634.00  - $115,815.00 Per Year","St Catharines, West Region","Wednesday, November 20, 2024 11:59 pm EST"
221846,Senior Consultant (1),Ministry of Health,"$82,217.00  - $121,155.00 Per Year","Toronto, Toronto Region","Tuesday, November 12, 2024 11:59 pm EST"
220145,"Senior Economic Officer, Seoul (1)","Ministry of Economic Development, Job Creation and Trade","$100,293.00  - $154,514.00 Per Year","Toronto, Toronto Region","Wednesday, November 20, 2024 11:59 pm EST"
220462,"Senior Lead, Controllership, Accounting and Reporting (1)",Ministry of the Attorney General,"$88,496.00  - $128,625.00 Per Year","Toronto, Toronto Region","Wednesday, November 13, 2024 11:59 pm EST"
220983,Senior Occupational Therapist (1),"Ministry of Children, Community and Social Services","$1,478.90  - $1,728.95 Per Week","London, West Region","Wednesday, November 20, 2024 11:59 pm EST"
222349,Senior Operations Technician (1),"Ministry of the Environment, Conservation and Parks",$27.49  - $30.60 Per Hour,"Bancroft, East Region","Wednesday, November 13, 2024 11:59 pm EST"
221638,Senior Program Advisor (1),Ministry of Education,"$1,584.94  - $1,948.86 Per Week","Milton, Central Region","Wednesday, November 13, 2024 11:59 pm EST"
219507,Senior Program Support Coordinator (2),"Ministry of the Environment, Conservation and Parks","$82,217.00  - $121,155.00 Per Year","Toronto, Toronto Region","Friday, November 15, 2024 11:59 pm EST"
217943,"Senior Strategic Issues, Media and Stakeholder Advisor - Bilingual (English/French) (1)",Ministry of Colleges and Universities,"$82,217.00  - $121,155.00 Per Year","Toronto, Toronto Region","Wednesday, November 13, 2024 11:59 pm EST"
221131,Indigenous Liaison Specialist (2),Ministry of Transportation,"$88,496.00  - $128,625.00 Per Year","Toronto, Toronto Region","Thursday, November 14, 2024 11:59 pm EST"
220050,Lead System Integrator (1),Ministry of Education,"$82,217.00  - $121,155.00 Per Year","Toronto, Toronto Region","Thursday, November 14, 2024 11:59 pm EST"
219738,"Lead, BI & Data Analytics (1)",Ministry of the Solicitor General,"$82,217.00  - $121,155.00 Per Year","North Bay, North Region; Toronto, Toronto Region","Thursday, November 14, 2024 11:59 pm EST"
221503,Payroll Business Support Service Analyst (1),Treasury Board Secretariat,"$1,408.64  - $1,773.85 Per Week","North Bay, Thunder Bay, North Region; Toronto, Toronto Region","Thursday, November 14, 2024 11:59 pm EST"
221524,Probation and Parole Administrative Support Clerk (1),Ministry of the Solicitor General,$26.92  - $31.31 Per Hour,"Kenora, North Region","Thursday, November 14, 2024 11:59 pm EST"
220518,Regional Systems Coordinator (1),Ministry of the Attorney General,"$1,512.75  - $1,933.38 Per Week","Hamilton, West Region","Thursday, November 14, 2024 11:59 pm EST"
219599,Senior Application Component Developer (1),Ministry of Health,"$1,852.71  - $2,314.51 Per Week","Kingston, East Region; Toronto, Toronto Region","Thursday, November 14, 2024 11:59 pm EST"
219647,Senior Business Analyst Team Lead (1),Ministry of Health,"$1,628.82  - $2,104.14 Per Week","Kingston, East Region; North York, Toronto, Toronto Region","Thursday, November 14, 2024 11:59 pm EST"
221509,Senior Media & Issues Advisor (1),"Ministry of Tourism, Culture and Gaming","$82,217.00  - $121,155.00 Per Year","Toronto, Toronto Region","Thursday, November 14, 2024 11:59 pm EST"
220259,Senior Policy Advisor (5),"Ministry of Children, Community and Social Services","$82,217.00  - $121,155.00 Per Year","Toronto, Toronto Region","Thursday, November 14, 2024 11:59 pm EST"
220380,I&IT Quality Assurance Lead (1),Treasury Board Secretariat,"$82,217.00  - $121,155.00 Per Year","Oshawa, Central Region; Toronto, Toronto Region","Friday, November 15, 2024 11:59 pm EST"
222715,Information Agent (Permanent Part-Time) (1),Ministry of Public and Business Service Delivery and Procurement,$25.32  - $29.24 Per Hour,"Belleville, East Region","Friday, November 15, 2024 11:59 pm EST"
222350,Lead Developer (1),Ministry of Health,"$1,852.71  - $2,314.51 Per Week","Kingston, East Region; North York, Toronto, Toronto Region","Friday, November 15, 2024 11:59 pm EST"
221839,Policy Analyst (2),Ministry of Health,"$71,563.00  - $100,052.00 Per Year","Toronto, Toronto Region","Friday, November 15, 2024 11:59 pm EST"
220116,Program Officer (1),Ministry of the Solicitor General,"$1,213.06  - $1,484.47 Per Week","Thunder Bay, North Region","Friday, November 15, 2024 11:59 pm EST"
220238,Senior Budget Analyst  (2),Ministry of Public and Business Service Delivery and Procurement,"$82,217.00  - $121,155.00 Per Year","Oshawa, Central Region; Kingston, Peterborough, East Region; North Bay, North Region; Toronto, Toronto Region; Guelph, London, St Catharines, West Region","Friday, November 15, 2024 11:59 pm EST"
220478,Senior Consultant (1),Treasury Board Secretariat,"$82,217.00  - $121,155.00 Per Year","Toronto, Toronto Region","Friday, November 15, 2024 11:59 pm EST"
221908,Senior Developer/Programmer (1),Ministry of Natural Resources and Forestry,"$1,628.82  - $2,104.14 Per Week","Peterborough, East Region; Sault Ste Marie, North Region; Toronto, Toronto Region; Guelph, West Region","Friday, November 15, 2024 11:59 pm EST"
221359,Senior Financial Analyst (1),Ministry of Colleges and Universities,"$76,231.00  - $109,842.00 Per Year","Toronto, Toronto Region","Friday, November 15, 2024 11:59 pm EST"
222813,"Senior Manager, Financial Services (1)",Ministry of the Solicitor General,"$105,307.00  - $148,429.00 Per Year","Orillia, Central Region","Friday, November 15, 2024 11:59 pm EST"
218483,Senior Telecommunications & Network Specialist (1),Ministry of Health,"$1,852.71  - $2,314.51 Per Week","Toronto, Toronto Region","Friday, November 22, 2024 11:59 pm EST"
222824,Technical Lead (1),Treasury Board Secretariat,"$100,293.00  - $141,361.00 Per Year","Toronto, Toronto Region","Friday, November 22, 2024 11:59 pm EST"
222891,Addictions Counsellor (1),Ministry of the Solicitor General,"$1,213.06  - $1,484.47 Per Week","Monteith, North Region","Thursday, November 21, 2024 11:59 pm EST"
222133,Administrative Assistant (1),Ministry of Natural Resources and Forestry,$26.92  - $31.31 Per Hour,"Peterborough, East Region","Thursday, November 21, 2024 11:59 pm EST"
222535,Branch Administrative Coordinator (1),Ministry of Transportation,"$63,718.00  - $88,178.00 Per Year","St Catharines, West Region","Thursday, November 21, 2024 11:59 pm EST"
220266,Business Analyst (1),"Ministry of Labour, Immigration, Training and Skills Development","$71,563.00  - $100,052.00 Per Year","Toronto, Toronto Region","Thursday, November 21, 2024 11:59 pm EST"
219493,Business and Fiscal Planning Analyst (1),Treasury Board Secretariat,"$71,563.00  - $100,052.00 Per Year","Toronto, Toronto Region","Thursday, November 21, 2024 11:59 pm EST"
222731,Business and Fiscal Planning Lead (1),Ministry of Finance,"$82,217.00  - $121,155.00 Per Year","Oshawa, Central Region","Thursday, November 21, 2024 11:59 pm EST"
220775,"Business Strategy, Decision Support and Fiscal Planning Advisor (2)","Ministry of Labour, Immigration, Training and Skills Development","$76,231.00  - $109,842.00 Per Year","Toronto, Toronto Region","Thursday, November 21, 2024 11:59 pm EST"
222834,Caseworker (1),"Ministry of Children, Community and Social Services","$1,345.09  - $1,615.77 Per Week","Thunder Bay, North Region","Thursday, November 21, 2024 11:59 pm EST"
221027,Tinsmith (1),"Ministry of Tourism, Culture and Gaming","$1,162.80  - $1,264.40 Per Week","Thunder Bay, North Region","Thursday, November 14, 2024 11:59 pm EST"
218509,Administrative Assistant (1),Ministry of Health,$26.92  - $31.31 Per Hour,"Toronto, Toronto Region","Tuesday, November 12, 2024 11:59 pm EST"
221997,Ambulance Communications Officer (Irregularly Scheduled/On-Call) (4),Ministry of Health,$37.36  - $45.69 Per Hour,"Lindsay, East Region","Wednesday, November 13, 2024 11:59 pm EST"
222792,Amended - American Sign Language (ASL) - English Interpreter (1),Ministry of Education,"$1,569.09  - $1,964.16 Per Week","London, West Region","Wednesday, November 13, 2024 11:59 pm EST"
220840,Amended - Nurse Practitioner (2),Ministry of the Solicitor General,"$2,068.64  - $2,643.77 Per Week","London, West Region","Wednesday, November 13, 2024 11:59 pm EST"
222816,Bureau Financial Coordinator (1),Ministry of the Solicitor General,"$1,616.08  - $1,982.80 Per Week","Orillia, Central Region","Wednesday, November 13, 2024 11:59 pm EST"
221651,Correspondence and Translations Coordinator (1),Ministry of Colleges and Universities,"$1,265.80  - $1,554.23 Per Week","Toronto, Toronto Region","Wednesday, November 13, 2024 11:59 pm EST"
222250,Corridor Management Planner (2),Ministry of Transportation,"$1,485.01  - $1,871.11 Per Week","London, West Region","Tuesday, November 12, 2024 11:59 pm EST"
222641,Court Administration Officer (1),Ministry of Transportation,$29.53  - $34.75 Per Hour,"Putnam, West Region","Wednesday, November 13, 2024 11:59 pm EST"
222378,Court and Client Representative (permanent full-time employment) (1),Ministry of the Attorney General,$29.53  - $34.75 Per Hour,"Sioux Lookout, North Region","Wednesday, November 13, 2024 11:59 pm EST"
221201,Assignment Coordinator (1),Ministry of the Attorney General,$26.92  - $31.31 Per Hour,"Brampton, Central Region","Friday, November 22, 2024 11:59 pm EST"
222958,Assistant Health Care Manager (1),Ministry of the Solicitor General,"$82,217.00  - $121,155.00 Per Year","Sarnia, West Region","Monday, November 25, 2024 11:59 pm EST"
223236,Court Officer (1),Ministry of the Solicitor General,$35.43  - $40.84 Per Hour,"Kenora, North Region","Friday, November 29, 2024 11:59 pm EST"
223148,Customer Service Representative (2),Ministry of Public and Business Service Delivery and Procurement,$28.81  - $33.40 Per Hour,"Kingston, East Region","Friday, November 22, 2024 11:59 pm EST"
222527,Data Analyst (1),Ministry of Citizenship and Multiculturalism,"$76,231.00  - $109,842.00 Per Year","Toronto, Toronto Region","Friday, November 22, 2024 11:59 pm EST"
223039,Environmental Compliance Officer (1),"Ministry of the Environment, Conservation and Parks","$1,584.94  - $1,948.86 Per Week","Scarborough, Toronto Region","Friday, November 22, 2024 11:59 pm EST"
222009,Environmental Planner (1),Ministry of Transportation,"$1,505.15  - $1,892.69 Per Week","Kingston, East Region","Friday, November 22, 2024 11:59 pm EST"
222919,Food Services Officer (1),Ministry of the Solicitor General,$25.62  - $27.70 Per Hour,"Sudbury, North Region","Friday, November 22, 2024 11:59 pm EST"
222219,Lead Programmer Analyst (1),"Ministry of Children, Community and Social Services","$1,512.75  - $1,933.38 Per Week","North York, Toronto Region","Friday, November 22, 2024 11:59 pm EST"
220671,Manager VWAP (1),Ministry of the Attorney General,"$80,041.00  - $115,335.00 Per Year","Brantford, West Region","Friday, November 22, 2024 11:59 pm EST"
220809,Cyber Security Incident Handler (3),Ministry of Public and Business Service Delivery and Procurement,"$1,628.82  - $2,104.14 Per Week","Toronto, Toronto Region","Monday, November 18, 2024 11:59 pm EST"
219755,Data Analyst (1),Ministry of Infrastructure,"$76,231.00  - $109,842.00 Per Year","Toronto, Toronto Region","Tuesday, November 12, 2024 11:59 pm EST"
222355,Deckhand (5),Ministry of Transportation,$24.58  - $26.63 Per Hour,"Kingston, East Region","Tuesday, November 12, 2024 11:59 pm EST"
222354,Deckhand (Seasonal) (4),Ministry of Transportation,$24.58  - $26.63 Per Hour,"Kingston, East Region","Tuesday, November 12, 2024 11:59 pm EST"
222055,Environmental Compliance Officer (1),"Ministry of the Environment, Conservation and Parks","$1,584.94  - $1,948.86 Per Week","Sault Ste Marie, North Region","Monday, November 18, 2024 11:59 pm EST"
221184,General Clerk (1),Ministry of the Solicitor General,$26.92  - $31.31 Per Hour,"Napanee, East Region","Tuesday, November 12, 2024 11:59 pm EST"
221292,GIS Data Technician (2),Ministry of Natural Resources,"$1,134.33  - $1,360.74 Per Week","Atikokan, Blind River, Cochrane, Chapleau, Fort Frances, Geraldton, Hearst, Ignace, Kenora, Kapuskasing, Kirkland Lake, Nipigon, North Bay, Red Lake, Sudbury, Sault Ste Marie, South Porcupine, Sioux Lookout, Thunder Bay, Wawa, North Region","Tuesday, November 12, 2024 11:59 pm EST"
220807,GIS Specialist (1),Ministry of Education,"$1,512.75  - $1,933.38 Per Week","Toronto, Toronto Region","Monday, November 18, 2024 11:59 pm EST"
219341,GIS/Database Technician (2),Ministry of Natural Resources,"$1,134.33  - $1,360.74 Per Week","Peterborough, East Region; Dryden, Garson, Sault Ste Marie, Thunder Bay, North Region","Tuesday, November 12, 2024 11:59 pm EST"
217117,Historical Interpreter (1),"Ministry of Tourism, Culture and Gaming",$19.51  - $20.71 Per Hour,"Midland, Central Region","Tuesday, November 12, 2024 11:59 pm EST"
222947,Lead Developer (1),"Ministry of Children, Community and Social Services","$1,852.71  - $2,314.51 Per Week","North York, Toronto Region","Monday, November 18, 2024 11:59 pm EST"
221482,"Lead Veterinarian, Animal Health and Welfare (1)","Ministry of Agriculture, Food and Rural Affairs","$100,293.00  - $141,361.00 Per Year","Guelph, West Region","Tuesday, November 26, 2024 11:59 pm EST"
222438,LTC Homes Inspector (4),Ministry of Long - Term Care,"$1,782.26  - $2,478.65 Per Week","Sudbury, South Porcupine, Thunder Bay, North Region","Tuesday, November 19, 2024 11:59 pm EST"
220805,"Manager, Data Development (1)","Ministry of Children, Community and Social Services","$92,920.00  - $135,056.00 Per Year","Toronto, Toronto Region","Tuesday, November 19, 2024 11:59 pm EST"
222503,"Manager, Research Programs Unit (1)",Ministry of Colleges and Universities,"$105,307.00  - $148,429.00 Per Year","Toronto, Toronto Region","Tuesday, November 19, 2024 11:59 pm EST"
221004,Operations Manager (1),Ministry of the Attorney General,"$80,041.00  - $115,335.00 Per Year","Kitchener, West Region","Tuesday, November 19, 2024 11:59 pm EST"
